12:22:43 PM,44.3113822,-96.4949648
12:22:44 PM,44.311379,-96.4945964
12:22:45 PM,44.3113715,-96.4942275
12:22:46 PM,44.3113534,-96.4938587
12:22:47 PM,44.3113271,-96.4934897
12:22:48 PM,44.3112908,-96.4931202
12:22:49 PM,44.3112369,-96.4927526
12:22:50 PM,44.3111708,-96.4923875
12:22:51 PM,44.3110948,-96.4920233
12:22:52 PM,44.3110004,-96.4916639
12:22:53 PM,44.3109019,-96.4913048
12:22:54 PM,44.3107896,-96.4909496
12:22:55 PM,44.3106583,-96.4906021
12:22:56 PM,44.3103606,-96.489927
12:22:57 PM,44.3103606,-96.489927
12:22:58 PM,44.3100122,-96.4893107
12:22:59 PM,44.3098217,-96.4890281
12:23:00 PM,44.3096219,-96.4887578
12:23:01 PM,44.3094163,-96.4884981
12:23:02 PM,44.3092004,-96.4882536
12:23:03 PM,44.3089773,-96.4880191
12:23:04 PM,44.3087464,-96.487799
12:23:05 PM,44.3085047,-96.4876005
12:23:06 PM,44.3082571,-96.4874088
12:23:07 PM,44.3080008,-96.4872437
12:23:08 PM,44.3077391,-96.4870896
12:23:09 PM,44.3074699,-96.4869544
12:23:10 PM,44.3071927,-96.4868409
12:23:11 PM,44.3069094,-96.486747
12:23:12 PM,44.3066211,-96.486673
12:23:13 PM,44.3063286,-96.4866187
12:23:14 PM,44.3060332,-96.4865841
12:23:15 PM,44.3057343,-96.4865559
12:23:16 PM,44.3054329,-96.4865497
